Order,Lineage,Extended lineage,Scientific Name,English Name,Assembly ID,Assembly ID main haplotype,Accession # for main haplotype,RefSeq annotation main haplotype,UCSC Browser main haplotype,Assembly tech,sex
f84,Fishes,Cartilaginous fishes,Narcine bancroftii,lesser electric ray,sNarBan1,sNarBan1.hap1,GCA_036971445.1,GCF_036971445.1,GCF_036971445.1,"HiFi, Hifiasm Hi-C phasing",M
f85,Fishes,Cartilaginous fishes,Amblyraja radiata,thorny skate,sAmbRad1,sAmbRad1.pri,GCA_010909765.2,GCF_010909765.2,GCF_010909765.2,"CLR, Canu",F
f85,Fishes,Cartilaginous fishes,Raja brachyura,blonde ray,sRajBra1,sRajBra1.pri,GCA_963514005.1,,GCA_963514005.1,"HiFi, Hifiasm solo",F
f86,Fishes,Cartilaginous fishes,Pristis pectinata,smalltooth sawfish,sPriPec2,sPriPec2.pri,GCA_009764475.2,GCF_009764475.1,GCF_009764475.1,"CLR I, FALCON unzip",F
f87,Fishes,Cartilaginous fishes,Hypanus sabinus,Atlantic stingray,sHypSab1,sHypSab1.hap1,GCA_030144855.1,GCF_030144855.1,GCF_030144855.1,"HiFi, Hifiasm Hi-C phasing",M
f87,Fishes,Cartilaginous fishes,Potamotrygon marinae,gold dust stingray,sPotMar1,,,,,,
f87,Fishes,Cartilaginous fishes,Mobula birostris,Atlantic manta ray,sMobBir1,sMobBir1.hap1,GCA_030028105.1,GCF_030028105.1,GCF_030028105.1,"HiFi, Hifiasm Hi-C phasing",F
f88,Fishes,Lobe-finned fishes,Latimeria chalumnae,African coelacanth,fLatCha2,fLatCha2.pri,GCA_037176945.1,GCF_037176945.1,GCF_037176945.1,"HiFi, Hifiasm solo",F
f89,Fishes,Lobe-finned fishes,Protopterus annectens,West African lungfish,kxProAnne1,kxProAnne1.pri,GCA_040939525.1,,GCA_040939525.1,,M
f90,Fishes,Cyclostomes,Myxine glutinosa,Atlantic hagfish,kmMyxGlut1,kmMyxGlut1.pri,GCA_964187855.1,,GCA_964187855.1,"HiFi, Hifiasm solo",UN
f91,Fishes,Cyclostomes,Petromyzon marinus,sea lamprey,kPetMar2,kPetMar2.pri,GCA_048934315.1,,GCA_048934315.1,"CLR I, FALCON unzip",M
f91,Fishes,Cyclostomes,Lampetra fluviatilis,European river lamprey,kcLamFluv1,kcLamFluv1.pri,GCA_964198595.1,,GCA_964198595.1,"HiFi, HiFiasm solo",F
i1,Invertebrates,Other Deuterostomes,Branchiostoma lanceolatum,European lancelet,klBraLanc5,klBraLanc5.hap2,GCA_035083965.1,,GCA_035083965.1,"HiFi, Hifiasm Hi-C phasing",F
i1,Invertebrates,Other Deuterostomes,Branchiostoma belcheri,belcher's lancelet,iBraBel1,iBraBel1,GCA_019207075.1,,GCA_019207075.1,"CLR, TrioCanu variation",UN
i1,Invertebrates,Other Deuterostomes,Branchiostoma floridae,Florida amphioxus,iBraFlo1,iBraFlo1,GCA_015852565.1,,GCA_015852565.1,"CLR, TrioCanu variation",UN
i4,Invertebrates,Other Deuterostomes,Aplidium turbinatum,clonial sea squirt,kaAplTurb1,kaAplTurb1.pri,GCA_918807975.1,,GCA_918807975.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Corella eumyota,Orange-tipped sea squirt,kaCorEumy4,kaCorEumy4.pri,GCA_963082875.1,,GCA_963082875.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Clavelina lepadiformis,light-bulb sea squirt,kaClaLepa1,kaClaLepa1.pri,GCA_947623445.1,,GCA_947623445.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Styela clava,leathery sea squirt,kaStyClav1,kaStyClav1.hap1,GCA_964204865.1,,GCA_964204865.1,"HiFi, Hifiasm Hi-C phasing",H
i4,Invertebrates,Other Deuterostomes,Ascidiella aspersa,European sea squirt,kaAscAspe10,kaAscAspe10.pri,GCA_963924565.1,,GCA_963924565.1,"HiFi, HiFiasm solo",UN
i4,Invertebrates,Other Deuterostomes,Ascidia mentula,pink sea squirt,kaAscMent1,kaAscMent1.pri,GCA_947561715.1,,GCA_947561715.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Trididemnum clinides,Trididemnum clinides,kaTriClin1,kaTriClin1.pri,GCA_963675345.1,,GCA_963675345.1,"HiFi, HiFiasm solo",H
i4,Invertebrates,Other Deuterostomes,Thalia democratica,Thalia democratica,ktThaDemo2,ktThaDemo2.hap1,GCA_965202585.1,,GCA_965202585.1,"HiFi, Hifiasm Hi-C phasing",
i2,Invertebrates,Other Deuterostomes,Asterias rubens,common starfish,eAstRub1,eAstRub1.3.pri,GCA_902459465.3,,GCA_902459465.3,"CLR, FALCON unzip",M
i3,Invertebrates,Other Deuterostomes,Balanoglossus misakiensis,acorn worm,ASM4095459v1,keSacHWa1.hap1,GCA_040954625.2,,GCA_040954625.2,"HiFi, Hifiasm Hi-C phasing",UN
